"date","country","cases","deaths"
2020-10-22,"Iran",5616,312
2020-10-22,"Italy",15199,127
2020-10-22,"Mexico",8394,437
2020-10-22,"Peru",3242,143
2020-10-22,"Poland",10040,129
2020-10-22,"Russia",15971,290
2020-10-22,"South Africa",2055,8
2020-10-22,"Spain",0,0
2020-10-22,"Turkey",8743,68
2020-10-22,"Ukraine",0,0
2020-10-22,"United Kingdom",25613,210
2020-10-22,"United States",58741,791
2020-10-23,"Argentina",14834,336
2020-10-23,"Brazil",24818,566
2020-10-23,"Colombia",7561,192
2020-10-23,"France",0,0
2020-10-23,"Germany",0,0
2020-10-23,"India",54366,690
2020-10-23,"Indonesia",4369,118
2020-10-23,"Iran",5471,304
2020-10-23,"Italy",16078,136
2020-10-23,"Mexico",7420,477
2020-10-23,"Peru",2767,136
2020-10-23,"Poland",12107,168
2020-10-23,"Russia",17340,283
2020-10-23,"South Africa",2156,20
2020-10-23,"Spain",0,0
2020-10-23,"Turkey",8832,71
2020-10-23,"Ukraine",0,0
2020-10-23,"United Kingdom",25714,232
2020-10-23,"United States",68657,1059
2020-10-24,"Argentina",11189,229
2020-10-24,"Brazil",24858,497
2020-10-24,"Colombia",8570,172
2020-10-24,"France",0,0
2020-10-24,"Germany",0,0
2020-10-24,"India",53370,650
2020-10-24,"Indonesia",4070,128
2020-10-24,"Iran",6134,335
2020-10-24,"Italy",19143,91
2020-10-24,"Mexico",7296,463
2020-10-24,"Peru",2991,128
2020-10-24,"Poland",13632,153
2020-10-24,"Russia",16521,296
2020-10-24,"South Africa",1897,7
2020-10-24,"Spain",0,0
2020-10-24,"Turkey",8895,74
2020-10-24,"Ukraine",0,0
2020-10-24,"United Kingdom",23475,242
2020-10-24,"United States",74903,916
2020-10-25,"Argentina",6844,233
2020-10-25,"Brazil",30026,571
2020-10-25,"Colombia",8672,166
2020-10-25,"France",261329,1774
2020-10-25,"Germany",74792,1015
2020-10-25,"India",50129,578
2020-10-25,"Indonesia",3732,94
2020-10-25,"Iran",5814,335
2020-10-25,"Italy",19640,151
2020-10-25,"Mexico",7235,460
2020-10-25,"Peru",3240,113
2020-10-25,"Poland",13628,143
2020-10-25,"Russia",16710,229
2020-10-25,"South Africa",1834,10
2020-10-25,"Spain",135288,1387
2020-10-25,"Turkey",8821,69
2020-10-25,"Ukraine",41583,445
2020-10-25,"United Kingdom",21694,225
2020-10-25,"United States",82340,919
2020-10-26,"Argentina",13835,402
2020-10-26,"Brazil",26979,432
2020-10-26,"Colombia",8769,198
2020-10-26,"France",0,0
2020-10-26,"Germany",0,0
2020-10-26,"India",45148,480
2020-10-26,"Indonesia",3222,112
2020-10-26,"Iran",6191,296
2020-10-26,"Italy",21273,128
2020-10-26,"Mexico",3503,445
2020-10-26,"Peru",3098,116
2020-10-26,"Poland",11742,123
2020-10-26,"Russia",17347,219
2020-10-26,"South Africa",1622,5
2020-10-26,"Spain",0,0
2020-10-26,"Turkey",8747,72
2020-10-26,"Ukraine",0,0
2020-10-26,"United Kingdom",16434,219
2020-10-26,"United States",76181,836
2020-10-27,"Argentina",14308,304
2020-10-27,"Brazil",13493,231
2020-10-27,"Colombia",8174,154
2020-10-27,"France",0,0
2020-10-27,"Germany",0,0
2020-10-27,"India",36470,488
2020-10-27,"Indonesia",3520,101
2020-10-27,"Iran",5960,337
2020-10-27,"Italy",17007,141
2020-10-27,"Mexico",2474,486
2020-10-27,"Peru",2501,105
2020-10-27,"Poland",10241,45
2020-10-27,"Russia",16550,320
2020-10-27,"South Africa",891,10
2020-10-27,"Spain",0,0
2020-10-27,"Turkey",8928,75
2020-10-27,"Ukraine",0,0
2020-10-27,"United Kingdom",15895,255
2020-10-27,"United States",65610,601
2020-10-28,"Argentina",14362,290
2020-10-28,"Brazil",15726,263
2020-10-28,"Colombia",9167,194
2020-10-28,"France",0,0
2020-10-28,"Germany",0,0
2020-10-28,"India",43893,508
2020-10-28,"Indonesia",4029,100
2020-10-28,"Iran",6968,346
2020-10-28,"Italy",21989,221
2020-10-28,"Mexico",8411,500
2020-10-28,"Peru",1859,93
2020-10-28,"Poland",16300,132
2020-10-28,"Russia",16202,346
2020-10-28,"South Africa",1092,19
2020-10-28,"Spain",0,0
2020-10-28,"Turkey",8939,76
2020-10-28,"Ukraine",0,0
2020-10-28,"United Kingdom",26807,282
2020-10-28,"United States",69584,682
2020-10-29,"Argentina",12774,257
2020-10-29,"Brazil",29787,549
2020-10-29,"Colombia",8166,217
2020-10-29,"France",0,0
2020-10-29,"Germany",0,0
2020-10-29,"India",49881,517
2020-10-29,"Indonesia",3565,89
2020-10-29,"Iran",6824,415
2020-10-29,"Italy",24988,205
2020-10-29,"Mexico",7949,463
2020-10-29,"Peru",1923,124
2020-10-29,"Poland",18820,234
2020-10-29,"Russia",17717,366
2020-10-29,"South Africa",1863,16
2020-10-29,"Spain",0,0
2020-10-29,"Turkey",9035,77
2020-10-29,"Ukraine",0,0
2020-10-29,"United Kingdom",24351,285
2020-10-29,"United States",74961,896
2020-10-30,"Argentina",12616,282
2020-10-30,"Brazil",28629,510
2020-10-30,"Colombia",8717,188
2020-10-30,"France",0,0
2020-10-30,"Germany",0,0
2020-10-30,"India",48648,563
2020-10-30,"Indonesia",2897,81
2020-10-30,"Iran",8293,399
2020-10-30,"Italy",26829,217
2020-10-30,"Mexico",7185,481
2020-10-30,"Peru",2431,111
2020-10-30,"Poland",20156,300
2020-10-30,"Russia",18283,355
2020-10-30,"South Africa",2056,15
2020-10-30,"Spain",0,0
2020-10-30,"Turkey",9049,72
2020-10-30,"Ukraine",0,0
2020-10-30,"United Kingdom",23901,281
2020-10-30,"United States",84410,1063
2020-10-31,"Argentina",7868,188
2020-10-31,"Brazil",26106,513
2020-10-31,"Colombia",11187,173
2020-10-31,"France",0,0
2020-10-31,"Germany",0,0
2020-10-31,"India",48268,551
2020-10-31,"Indonesia",3143,87
2020-10-31,"Iran",8011,365
2020-10-31,"Italy",31079,199
2020-10-31,"Mexico",6873,491
2020-10-31,"Peru",2666,121
2020-10-31,"Poland",23629,202
2020-10-31,"Russia",18140,334
2020-10-31,"South Africa",1912,10
2020-10-31,"Spain",0,0
2020-10-31,"Turkey",9052,78
2020-10-31,"Ukraine",0,0
2020-10-31,"United Kingdom",23614,320
2020-10-31,"United States",91130,1110
2020-11-01,"Argentina",5741,131
2020-11-01,"Brazil",22282,508
2020-11-01,"Colombia",10029,209
2020-11-01,"France",332505,3154
2020-11-01,"Germany",111009,1621
2020-11-01,"India",46963,470
2020-11-01,"Indonesia",2696,74
2020-11-01,"Iran",7820,386
2020-11-01,"Italy",31756,297
2020-11-01,"Mexico",6284,470
2020-11-01,"Peru",2586,107
2020-11-01,"Poland",23897,280
2020-11-01,"Russia",18665,245
2020-11-01,"South Africa",1770,10
2020-11-01,"Spain",144877,1798
2020-11-01,"Turkey",8943,75
2020-11-01,"Ukraine",48518,923
2020-11-01,"United Kingdom",22890,352
2020-11-01,"United States",97518,908
2020-11-02,"Argentina",11753,283
2020-11-02,"Brazil",18947,407
2020-11-02,"Colombia",11033,179
2020-11-02,"France",0,0
2020-11-02,"Germany",0,0
2020-11-02,"India",45231,496
2020-11-02,"Indonesia",2618,101
2020-11-02,"Iran",7719,434
2020-11-02,"Italy",29905,208
2020-11-02,"Mexico",3019,450
2020-11-02,"Peru",2323,127
2020-11-02,"Poland",19171,152
2020-11-02,"Russia",18253,238
2020-11-02,"South Africa",1371,8
2020-11-02,"Spain",0,0
2020-11-02,"Turkey",8836,74
2020-11-02,"Ukraine",0,0
2020-11-02,"United Kingdom",16673,340
2020-11-02,"United States",92783,942
2020-11-03,"Argentina",11435,285
2020-11-03,"Brazil",10100,190
2020-11-03,"Colombia",9137,201
2020-11-03,"France",0,0
2020-11-03,"Germany",0,0
2020-11-03,"India",38310,490
2020-11-03,"Indonesia",2973,102
2020-11-03,"Iran",8289,440
2020-11-03,"Italy",22253,233
2020-11-03,"Mexico",2172,459
2020-11-03,"Peru",2408,93
2020-11-03,"Poland",17578,92
2020-11-03,"Russia",18652,355
2020-11-03,"South Africa",772,4
2020-11-03,"Spain",0,0
2020-11-03,"Turkey",9032,76
2020-11-03,"Ukraine",0,0
2020-11-03,"United Kingdom",15970,359
2020-11-03,"United States",141582,708
2020-11-04,"Argentina",10233,219
2020-11-04,"Brazil",8501,179
2020-11-04,"Colombia",9935,155
2020-11-04,"France",0,0
2020-11-04,"Germany",0,0
2020-11-04,"India",46253,514
2020-11-04,"Indonesia",3356,113
2020-11-04,"Iran",8932,422
2020-11-04,"Italy",28241,353
2020-11-04,"Mexico",5171,511
2020-11-04,"Peru",1634,114
2020-11-04,"Poland",21364,227
2020-11-04,"Russia",19768,389
2020-11-04,"South Africa",1241,10
2020-11-04,"Spain",0,0
2020-11-04,"Turkey",9073,79
2020-11-04,"Ukraine",0,0
2020-11-04,"United Kingdom",31925,338
2020-11-04,"United States",87188,738
2020-11-05,"Argentina",13094,306
2020-11-05,"Brazil",11843,243
2020-11-05,"Colombia",6136,177
2020-11-05,"France",0,0
2020-11-05,"Germany",0,0
2020-11-05,"India",50210,704
2020-11-05,"Indonesia",4065,89
2020-11-05,"Iran",8452,419
2020-11-05,"Italy",30548,335
2020-11-05,"Mexico",8087,494
2020-11-05,"Peru",2357,106
2020-11-05,"Poland",26692,373
2020-11-05,"Russia",19404,292
2020-11-05,"South Africa",1712,9
2020-11-05,"Spain",0,0
2020-11-05,"Turkey",9121,77
2020-11-05,"Ukraine",0,0
2020-11-05,"United Kingdom",25943,377
2020-11-05,"United States",98499,1031
2020-11-06,"Argentina",12742,283
2020-11-06,"Brazil",23976,610
2020-11-06,"Colombia",8692,166
2020-11-06,"France",0,0
2020-11-06,"Germany",0,0
2020-11-06,"India",47638,670
2020-11-06,"Indonesia",3778,94
2020-11-06,"Iran",8772,406
2020-11-06,"Italy",34502,445
2020-11-06,"Mexico",7637,494
2020-11-06,"Peru",2885,98
2020-11-06,"Poland",29143,367
2020-11-06,"Russia",20582,378
2020-11-06,"South Africa",1866,23
2020-11-06,"Spain",0,0
2020-11-06,"Turkey",9041,81
2020-11-06,"Ukraine",0,0
2020-11-06,"United Kingdom",24027,340
2020-11-06,"United States",113875,1298
2020-11-07,"Argentina",6688,180
2020-11-07,"Brazil",22294,630
2020-11-07,"Colombia",9893,196
2020-11-07,"France",0,0
2020-11-07,"Germany",0,0
2020-11-07,"India",50356,577
2020-11-07,"Indonesia",4262,98
2020-11-07,"Iran",8864,424
2020-11-07,"Italy",37802,446
2020-11-07,"Mexico",7557,522
2020-11-07,"Peru",2935,126
2020-11-07,"Poland",29086,445
2020-11-07,"Russia",20396,364
2020-11-07,"South Africa",1761,7
2020-11-07,"Spain",0,0
2020-11-07,"Turkey",9166,83
2020-11-07,"Ukraine",0,0
2020-11-07,"United Kingdom",24063,387
2020-11-07,"United States",122830,1227
2020-11-08,"Argentina",4780,127
2020-11-08,"Brazil",18862,279
2020-11-08,"Colombia",9756,196
2020-11-08,"France",303116,4794
2020-11-08,"Germany",125692,1910
2020-11-08,"India",45674,559
2020-11-08,"Indonesia",3880,74
2020-11-08,"Iran",9450,423
2020-11-08,"Italy",39809,425
2020-11-08,"Mexico",7098,552
2020-11-08,"Peru",2781,97
2020-11-08,"Poland",29875,349
2020-11-08,"Russia",20498,286
2020-11-08,"South Africa",1731,11
2020-11-08,"Spain",133375,2304
2020-11-08,"Turkey",9213,81
2020-11-08,"Ukraine",59561,1192
2020-11-08,"United Kingdom",23659,417
2020-11-08,"United States",133337,1260
2020-11-09,"Argentina",11042,247
2020-11-09,"Brazil",22380,254
2020-11-09,"Colombia",8714,190
2020-11-09,"France",0,0
2020-11-09,"Germany",0,0
2020-11-09,"India",45903,490
2020-11-09,"Indonesia",2853,75
2020-11-09,"Iran",9236,459
2020-11-09,"Italy",32614,331
2020-11-09,"Mexico",3545,474
2020-11-09,"Peru",2507,107
2020-11-09,"Poland",26785,236
2020-11-09,"Russia",21798,256
2020-11-09,"South Africa",1372,1
2020-11-09,"Spain",0,0
2020-11-09,"Turkey",9246,84
2020-11-09,"Ukraine",0,0
2020-11-09,"United Kingdom",18766,417
2020-11-09,"United States",129810,1095
2020-11-10,"Argentina",11554,278
2020-11-10,"Brazil",10554,128
2020-11-10,"Colombia",7440,196
2020-11-10,"France",0,0
2020-11-10,"Germany",0,0
2020-11-10,"India",38073,448
2020-11-10,"Indonesia",3779,72
2020-11-10,"Iran",10463,458
2020-11-10,"Italy",25269,356
2020-11-10,"Mexico",2652,499
2020-11-10,"Peru",2323,92
2020-11-10,"Poland",23713,173
2020-11-10,"Russia",20977,368
2020-11-10,"South Africa",1247,13
2020-11-10,"Spain",0,0
2020-11-10,"Turkey",9306,85
2020-11-10,"Ukraine",0,0
2020-11-10,"United Kingdom",20244,432
2020-11-10,"United States",111648,882
2020-11-11,"Argentina",12158,253
2020-11-11,"Brazil",10917,231
2020-11-11,"Colombia",5176,183
2020-11-11,"France",0,0
2020-11-11,"Germany",0,0
2020-11-11,"India",44281,512
2020-11-11,"Indonesia",3770,75
2020-11-11,"Iran",10339,453
2020-11-11,"Italy",35090,580
2020-11-11,"Mexico",8974,521
2020-11-11,"Peru",1194,104
2020-11-11,"Poland",27454,330
2020-11-11,"Russia",19851,432
2020-11-11,"South Africa",1729,15
2020-11-11,"Spain",0,0
2020-11-11,"Turkey",9259,87
2020-11-11,"Ukraine",0,0
2020-11-11,"United Kingdom",31510,491
2020-11-11,"United States",124487,930
2020-11-12,"Argentina",11696,194
2020-11-12,"Brazil",25012,201
2020-11-12,"Colombia",7612,174
2020-11-12,"France",0,0
2020-11-12,"Germany",0,0
2020-11-12,"India",47905,550
2020-11-12,"Indonesia",4173,97
2020-11-12,"Iran",11780,462
2020-11-12,"Italy",32961,623
2020-11-12,"Mexico",8939,486
2020-11-12,"Peru",1904,110
2020-11-12,"Poland",27221,430
2020-11-12,"Russia",21608,439
2020-11-12,"South Africa",2140,60
2020-11-12,"Spain",0,0
2020-11-12,"Turkey",9423,86
2020-11-12,"Ukraine",0,0
2020-11-12,"United Kingdom",27789,410
2020-11-12,"United States",145951,1674
2020-11-13,"Argentina",10401,226
2020-11-13,"Brazil",48331,544
2020-11-13,"Colombia",8651,164
2020-11-13,"France",0,0
2020-11-13,"Germany",0,0
2020-11-13,"India",44879,547
2020-11-13,"Indonesia",5444,104
2020-11-13,"Iran",11517,457
2020-11-13,"Italy",37977,636
2020-11-13,"Mexico",8358,518
2020-11-13,"Peru",2575,104
2020-11-13,"Poland",24683,275
2020-11-13,"Russia",21983,411
2020-11-13,"South Africa",2338,17
2020-11-13,"Spain",0,0
2020-11-13,"Turkey",9571,88
2020-11-13,"Ukraine",0,0
2020-11-13,"United Kingdom",27757,409
2020-11-13,"United States",153660,1518
2020-11-14,"Argentina",6086,141
2020-11-14,"Brazil",33207,908
2020-11-14,"Colombia",8686,179
2020-11-14,"France",0,0
2020-11-14,"Germany",0,0
2020-11-14,"India",44684,520
2020-11-14,"Indonesia",5272,111
2020-11-14,"Iran",11737,461
2020-11-14,"Italy",40902,550
2020-11-14,"Mexico",8151,546
2020-11-14,"Peru",2231,93
2020-11-14,"Poland",26051,419
2020-11-14,"Russia",22702,391
2020-11-14,"South Africa",2213,15
2020-11-14,"Spain",0,0
2020-11-14,"Turkey",9775,93
2020-11-14,"Ukraine",0,0
2020-11-14,"United Kingdom",24826,430
2020-11-14,"United States",162300,1347
2020-11-15,"Argentina",4192,113
2020-11-15,"Brazil",29070,456
2020-11-15,"Colombia",8685,178
2020-11-15,"France",176429,5487
2020-11-15,"Germany",127862,2536
2020-11-15,"India",41100,447
2020-11-15,"Indonesia",4106,63
2020-11-15,"Iran",11203,452
2020-11-15,"Italy",37249,544
2020-11-15,"Mexico",7581,517
2020-11-15,"Peru",2413,95
2020-11-15,"Poland",27571,546
2020-11-15,"Russia",22572,352
2020-11-15,"South Africa",2237,19
2020-11-15,"Spain",112091,2344
2020-11-15,"Turkey",9846,92
2020-11-15,"Ukraine",75319,1130
2020-11-15,"United Kingdom",24388,450
2020-11-15,"United States",176989,1271
2020-11-16,"Argentina",10360,229
2020-11-16,"Brazil",38307,921
2020-11-16,"Colombia",8307,160
2020-11-16,"France",0,0
2020-11-16,"Germany",0,0
2020-11-16,"India",30548,435
2020-11-16,"Indonesia",3535,85
2020-11-16,"Iran",12543,459
2020-11-16,"Italy",33977,546
2020-11-16,"Mexico",3908,508
2020-11-16,"Peru",2249,123
2020-11-16,"Poland",23854,303
2020-11-16,"Russia",22778,303
2020-11-16,"South Africa",1842,35
2020-11-16,"Spain",0,0
2020-11-16,"Turkey",9953,89
2020-11-16,"Ukraine",0,0
2020-11-16,"United Kingdom",18223,459
2020-11-16,"United States",164239,1472
2020-11-17,"Argentina",10289,206
2020-11-17,"Brazil",14134,140
2020-11-17,"Colombia",7742,202
2020-11-17,"France",0,0
2020-11-17,"Germany",0,0
2020-11-17,"India",29163,449
2020-11-17,"Indonesia",3807,97
2020-11-17,"Iran",13053,486
2020-11-17,"Italy",27352,504
2020-11-17,"Mexico",2641,514
2020-11-17,"Peru",2112,103
2020-11-17,"Poland",24647,143
2020-11-17,"Russia",22410,442
2020-11-17,"South Africa",1245,14
2020-11-17,"Spain",0,0
2020-11-17,"Turkey",10046,94
2020-11-17,"Ukraine",0,0
2020-11-17,"United Kingdom",16233,456
2020-11-17,"United States",137564,1027
2020-11-18,"Argentina",9825,207
2020-11-18,"Brazil",13371,216
2020-11-18,"Colombia",6471,192
2020-11-18,"France",0,0
2020-11-18,"Germany",0,0
2020-11-18,"India",38617,474
2020-11-18,"Indonesia",4265,110
2020-11-18,"Iran",13352,482
2020-11-18,"Italy",32191,731
2020-11-18,"Mexico",3313,517
2020-11-18,"Peru",1257,68
2020-11-18,"Poland",21152,357
2020-11-18,"Russia",20985,456
2020-11-18,"South Africa",1987,7
2020-11-18,"Spain",0,0
2020-11-18,"Turkey",10549,103
2020-11-18,"Ukraine",0,0
2020-11-18,"United Kingdom",26952,431
2020-11-18,"United States",153374,1018
2020-11-19,"Argentina",9931,184
2020-11-19,"Brazil",35294,685
2020-11-19,"Colombia",5911,158
2020-11-19,"France",0,0
2020-11-19,"Germany",0,0
2020-11-19,"India",45576,585
2020-11-19,"Indonesia",4798,97
2020-11-19,"Iran",13421,480
2020-11-19,"Italy",34280,753
2020-11-19,"Mexico",9625,568
2020-11-19,"Peru",1663,93
2020-11-19,"Poland",19883,603
2020-11-19,"Russia",23610,463
2020-11-19,"South Africa",2888,17
2020-11-19,"Spain",0,0
2020-11-19,"Turkey",10946,116
2020-11-19,"Ukraine",0,0
2020-11-19,"United Kingdom",23488,466
2020-11-19,"United States",167352,1591
2020-11-20,"Argentina",9330,163
2020-11-20,"Brazil",34091,756
2020-11-20,"Colombia",6875,182
2020-11-20,"France",0,0
2020-11-20,"Germany",0,0
2020-11-20,"India",45882,584
2020-11-20,"Indonesia",4792,78
2020-11-20,"Iran",13223,476
2020-11-20,"Italy",36176,653
2020-11-20,"Mexico",8719,534
2020-11-20,"Peru",2020,103
2020-11-20,"Poland",23975,637
2020-11-20,"Russia",24318,461
2020-11-20,"South Africa",2514,24
2020-11-20,"Spain",0,0
2020-11-20,"Turkey",11273,123
2020-11-20,"Ukraine",0,0
2020-11-20,"United Kingdom",21076,514
2020-11-20,"United States",170904,1833
2020-11-21,"Argentina",5049,107
2020-11-21,"Brazil",35918,606
2020-11-21,"Colombia",7487,198
2020-11-21,"France",0,0
2020-11-21,"Germany",0,0
2020-11-21,"India",46232,564
2020-11-21,"Indonesia",4998,96
2020-11-21,"Iran",13260,479
2020-11-21,"Italy",37239,699
2020-11-21,"Mexico",8215,496
2020-11-21,"Peru",1966,92
2020-11-21,"Poland",22464,626
2020-11-21,"Russia",24822,467
2020-11-21,"South Africa",3105,88
2020-11-21,"Spain",0,0
2020-11-21,"Turkey",11834,141
2020-11-21,"Ukraine",0,0
2020-11-21,"United Kingdom",18041,485
2020-11-21,"United States",188681,1920
2020-11-22,"Argentina",3103,74
2020-11-22,"Brazil",38397,552
2020-11-22,"Colombia",7954,168
2020-11-22,"France",114947,5602
2020-11-22,"Germany",128400,3226
2020-11-22,"India",45209,501
2020-11-22,"Indonesia",4360,110
2020-11-22,"Iran",12931,431
2020-11-22,"Italy",34764,692
2020-11-22,"Mexico",8395,572
2020-11-22,"Peru",2170,82
2020-11-22,"Poland",24213,574
2020-11-22,"Russia",24581,401
2020-11-22,"South Africa",2646,22
2020-11-22,"Spain",81232,2183
2020-11-22,"Turkey",12263,135
2020-11-22,"Ukraine",88651,1379
2020-11-22,"United Kingdom",17100,485
2020-11-22,"United States",193369,1959
2020-11-23,"Argentina",4722,117
2020-11-23,"Brazil",32622,376
2020-11-23,"Colombia",7049,175
2020-11-23,"France",0,0
2020-11-23,"Germany",0,0
2020-11-23,"India",44059,511
2020-11-23,"Indonesia",4442,118
2020-11-23,"Iran",13053,475
2020-11-23,"Italy",28337,562
2020-11-23,"Mexico",4220,557
2020-11-23,"Peru",1994,103
2020-11-23,"Poland",17856,330
2020-11-23,"Russia",25173,361
2020-11-23,"South Africa",2270,58
2020-11-23,"Spain",0,0
2020-11-23,"Turkey",12748,139
2020-11-23,"Ukraine",0,0
2020-11-23,"United Kingdom",12533,498
2020-11-23,"United States",173861,1724
2020-11-24,"Argentina",9188,202
2020-11-24,"Brazil",18615,194
2020-11-24,"Colombia",7924,183
2020-11-24,"France",0,0
2020-11-24,"Germany",0,0
2020-11-24,"India",37975,480
2020-11-24,"Indonesia",4192,109
2020-11-24,"Iran",12460,453
2020-11-24,"Italy",22927,630
2020-11-24,"Mexico",2785,625
2020-11-24,"Peru",1589,105
2020-11-24,"Poland",10141,728
2020-11-24,"Russia",24326,491
2020-11-24,"South Africa",2080,65
2020-11-24,"Spain",0,0
2020-11-24,"Turkey",13444,153
2020-11-24,"Ukraine",0,0
2020-11-24,"United Kingdom",11895,512
2020-11-24,"United States",149783,1303
2020-11-25,"Argentina",8842,137
2020-11-25,"Brazil",16207,302
2020-11-25,"Colombia",6562,192
2020-11-25,"France",0,0
2020-11-25,"Germany",0,0
2020-11-25,"India",44376,481
2020-11-25,"Indonesia",5534,114
2020-11-25,"Iran",13721,483
2020-11-25,"Italy",23227,853
2020-11-25,"Mexico",10361,565
2020-11-25,"Peru",887,87
2020-11-25,"Poland",15360,674
2020-11-25,"Russia",23675,507
2020-11-25,"South Africa",2493,115
2020-11-25,"Spain",0,0
2020-11-25,"Turkey",14112,161
2020-11-25,"Ukraine",0,0
2020-11-25,"United Kingdom",19024,507
2020-11-25,"United States",160411,1413
2020-11-26,"Argentina",8188,162
2020-11-26,"Brazil",31100,630
2020-11-26,"Colombia",7515,198
2020-11-26,"France",0,0
2020-11-26,"Germany",0,0
2020-11-26,"India",44489,524
2020-11-26,"Indonesia",4917,127
2020-11-26,"Iran",13843,469
2020-11-26,"Italy",25852,722
2020-11-26,"Mexico",10287,571
2020-11-26,"Peru",1882,101
2020-11-26,"Poland",16846,580
2020-11-26,"Russia",25487,524
2020-11-26,"South Africa",3250,118
2020-11-26,"Spain",0,0
2020-11-26,"Turkey",13545,168
2020-11-26,"Ukraine",0,0
2020-11-26,"United Kingdom",16679,496
2020-11-26,"United States",175183,1889
2020-11-27,"Argentina",7592,151
2020-11-27,"Brazil",47898,654
2020-11-27,"Colombia",8497,183
2020-11-27,"France",0,0
2020-11-27,"Germany",0,0
2020-11-27,"India",43082,492
2020-11-27,"Indonesia",5828,169
2020-11-27,"Iran",13961,482
2020-11-27,"Italy",29001,822
2020-11-27,"Mexico",9586,550
2020-11-27,"Peru",2020,103
2020-11-27,"Poland",17059,579
2020-11-27,"Russia",27543,496
2020-11-27,"South Africa",3069,88
2020-11-27,"Spain",0,0
2020-11-27,"Turkey",29132,174
2020-11-27,"Ukraine",0,0
2020-11-27,"United Kingdom",16814,499
2020-11-27,"United States",194100,2289
2020-11-28,"Argentina",5052,106
2020-11-28,"Brazil",37614,691
2020-11-28,"Colombia",9496,159
2020-11-28,"France",0,0
2020-11-28,"Germany",0,0
2020-11-28,"India",41322,485
2020-11-28,"Indonesia",5418,125
2020-11-28,"Iran",14051,406
2020-11-28,"Italy",28342,827
2020-11-28,"Mexico",9600,572
2020-11-28,"Peru",1888,91
2020-11-28,"Poland",15183,599
2020-11-28,"Russia",27100,510
2020-11-28,"South Africa",3370,89
2020-11-28,"Spain",0,0
2020-11-28,"Turkey",29845,177
2020-11-28,"Ukraine",0,0
2020-11-28,"United Kingdom",14761,461
2020-11-28,"United States",145029,1674
2020-11-29,"Argentina",4450,68
2020-11-29,"Brazil",34130,514
2020-11-29,"Colombia",10023,195
2020-11-29,"France",77077,4679
2020-11-29,"Germany",123122,3601
2020-11-29,"India",41810,496
2020-11-29,"Indonesia",6267,169
2020-11-29,"Iran",13402,391
2020-11-29,"Italy",26315,686
2020-11-29,"Mexico",9618,620
2020-11-29,"Peru",1977,101
2020-11-29,"Poland",11483,283
2020-11-29,"Russia",26683,459
2020-11-29,"South Africa",3198,61
2020-11-29,"Spain",58537,1873
2020-11-29,"Turkey",30103,182
2020-11-29,"Ukraine",95555,1252
2020-11-29,"United Kingdom",14554,459
2020-11-29,"United States",164034,1658
2020-11-30,"Argentina",7916,151
2020-11-30,"Brazil",51922,587
2020-11-30,"Colombia",9103,187
2020-11-30,"France",0,0
2020-11-30,"Germany",0,0
2020-11-30,"India",38772,443
2020-11-30,"Indonesia",4617,130
2020-11-30,"Iran",12950,389
2020-11-30,"Italy",20646,541
2020-11-30,"Mexico",4896,563
2020-11-30,"Peru",2044,86
2020-11-30,"Poland",5734,121
2020-11-30,"Russia",26338,368
2020-11-30,"South Africa",2563,38
2020-11-30,"Spain",0,0
2020-11-30,"Turkey",29281,185
2020-11-30,"Ukraine",0,0
2020-11-30,"United Kingdom",11086,484
2020-11-30,"United States",144575,1506
2020-12-01,"Argentina",7854,147
2020-12-01,"Brazil",24468,272
2020-12-01,"Colombia",8763,183
2020-12-01,"France",0,0
2020-12-01,"Germany",0,0
2020-12-01,"India",31118,482
2020-12-01,"Indonesia",5092,136
2020-12-01,"Iran",13321,371
2020-12-01,"Italy",16376,672
2020-12-01,"Mexico",3013,578
2020-12-01,"Peru",2162,93
2020-12-01,"Poland",9066,449
2020-12-01,"Russia",26402,569
2020-12-01,"South Africa",2302,58
2020-12-01,"Spain",0,0
2020-12-01,"Turkey",31219,188
2020-12-01,"Ukraine",0,0
2020-12-01,"United Kingdom",10852,501
2020-12-01,"United States",141072,1281
2020-12-02,"Argentina",7146,125
2020-12-02,"Brazil",21138,287
2020-12-02,"Colombia",8430,182
2020-12-02,"France",0,0
2020-12-02,"Germany",0,0
2020-12-02,"India",36604,501
2020-12-02,"Indonesia",5533,118
2020-12-02,"Iran",13881,382
2020-12-02,"Italy",19347,785
2020-12-02,"Mexico",10934,644
2020-12-02,"Peru",1075,85
2020-12-02,"Poland",13870,609
2020-12-02,"Russia",25345,589
2020-12-02,"South Africa",2295,109
2020-12-02,"Spain",0,0
2020-12-02,"Turkey",30110,190
2020-12-02,"Ukraine",0,0
2020-12-02,"United Kingdom",18198,465
2020-12-02,"United States",151905,1546
2020-12-03,"Argentina",7552,164
2020-12-03,"Brazil",50909,697
2020-12-03,"Colombia",7986,168
2020-12-03,"France",0,0
2020-12-03,"Germany",0,0
2020-12-03,"India",35551,526
2020-12-03,"Indonesia",8369,156
2020-12-03,"Iran",13621,362
2020-12-03,"Italy",20709,684
2020-12-03,"Mexico",11633,657
2020-12-03,"Peru",1623,112
2020-12-03,"Poland",14838,620
2020-12-03,"Russia",28145,554
2020-12-03,"South Africa",4173,65
2020-12-03,"Spain",0,0
2020-12-03,"Turkey",31923,193
2020-12-03,"Ukraine",0,0
